Sector,Year,Industry,Industry price change %,Max increase ticker (increase %),Max volume ticker (volume)
BASIC INDUSTRIES,1980,SPECIALTY CHEMICALS,217.67,CSL (304.82),CSL (48204800)
BASIC INDUSTRIES,1980,HOMEBUILDING,200.0,LEN (200.0),LEN (40275900)
BASIC INDUSTRIES,1988,METAL FABRICATIONS,188.89,FSTR (188.89),FSTR (12729600)
BASIC INDUSTRIES,2003,ELECTRIC UTILITIES: CENTRAL,169.65,AES (191.36),AES (702260400)
BASIC INDUSTRIES,2009,HOMEBUILDING,158.48,GFA (224.9),LEN (1851802600)
BASIC INDUSTRIES,2009,PAPER,153.94,CLW (463.79),IP (2016473200)
BASIC INDUSTRIES,1991,SPECIALTY CHEMICALS,150.0,VERU (340.0),CSL (19294400)
BASIC INDUSTRIES,1980,MILITARY/GOVERNMENT/TECHNICAL,134.82,JEC (134.82),JEC (37752000)
BASIC INDUSTRIES,2001,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,133.33,TPC (133.33),TPC (3682700)
BASIC INDUSTRIES,1991,WATER SUPPLY,133.08,AEGN (448.28),AEGN (20081400)
BASIC INDUSTRIES,1991,ENGINEERING & CONSTRUCTION,131.82,MTRX (131.82),MTRX (29526600)
BASIC INDUSTRIES,2000,HOMEBUILDING,127.45,LEN (127.45),LEN (192296700)
BASIC INDUSTRIES,1985,WATER SUPPLY,125.95,AEGN (315.0),MTZ (17713700)
BASIC INDUSTRIES,1991,HOMEBUILDING,121.21,LEN (121.21),LEN (31114800)
BASIC INDUSTRIES,2007,ENGINEERING & CONSTRUCTION,114.55,BLD (942.22),MTRX (109915400)
BASIC INDUSTRIES,1999,ALUMINUM,113.12,AA (125.91),AA (410851500)
BASIC INDUSTRIES,1996,METAL FABRICATIONS,106.93,ZEUS (185.92),ZEUS (38097200)
BASIC INDUSTRIES,2003,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,105.62,TPC (105.62),TPC (6141200)
BASIC INDUSTRIES,1982,HOMEBUILDING,105.61,LEN (105.61),LEN (27500200)
BASIC INDUSTRIES,2000,ENVIRONMENTAL SERVICES,104.6,SRCL (113.29),SRCL (138489600)
BASIC INDUSTRIES,1991,HOME FURNISHINGS,104.07,FUL (104.07),FUL (86282000)
BASIC INDUSTRIES,2003,METAL FABRICATIONS,103.44,NPO (251.39),RS (44133200)
BASIC INDUSTRIES,1987,AGRICULTURAL CHEMICALS,100.0,AVD (100.0),AVD (605400)
BASIC INDUSTRIES,1981,HOME FURNISHINGS,100.0,FUL (100.0),FUL (43914000)
BASIC INDUSTRIES,1991,ENVIRONMENTAL SERVICES,100.0,CLH (100.0),CLH (29460800)
BASIC INDUSTRIES,1987,MILITARY/GOVERNMENT/TECHNICAL,97.22,JEC (97.22),JEC (18582400)
BASIC INDUSTRIES,1996,TELECOMMUNICATIONS EQUIPMENT,96.86,OCC (283.33),GLW (399107400)
BASIC INDUSTRIES,1998,MILITARY/GOVERNMENT/TECHNICAL,95.5,GVA (121.29),JEC (74451600)
BASIC INDUSTRIES,2004,STEEL/IRON ORE,93.1,TWI (382.43),NUE (1331068400)
BASIC INDUSTRIES,1988,WATER SUPPLY,92.61,MTZ (117.39),MTZ (30142900)
BASIC INDUSTRIES,1995,TELECOMMUNICATIONS EQUIPMENT,92.34,BDC (183.87),GLW (481885800)
BASIC INDUSTRIES,2003,ALUMINUM,91.7,ACH (434.72),AA (414563400)
BASIC INDUSTRIES,2017,ALUMINUM,91.62,CENX (129.44),AA (1037609100)
BASIC INDUSTRIES,1988,AGRICULTURAL CHEMICALS,90.5,MOS (91.85),MOS (81964600)
BASIC INDUSTRIES,2015,OTHER SPECIALTY STORES,89.07,AMRK (89.07),AMRK (3431300)
BASIC INDUSTRIES,1997,ELECTRIC UTILITIES: CENTRAL,88.44,AES (105.51),AES (221365000)
BASIC INDUSTRIES,1993,PRECIOUS METALS,86.96,AEM (205.88),ABX (327548100)
BASIC INDUSTRIES,2013,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,86.13,TPC (86.13),TPC (61648300)
BASIC INDUSTRIES,2004,METAL FABRICATIONS,83.01,ZEUS (226.88),RS (102819600)
BASIC INDUSTRIES,1993,TEXTILES,81.8,CULP (257.14),CULP (13939000)
BASIC INDUSTRIES,1993,ELECTRIC UTILITIES: CENTRAL,81.09,CVA (144.44),AES (115279700)
BASIC INDUSTRIES,1985,TELECOMMUNICATIONS EQUIPMENT,79.96,GLW (79.96),GLW (293896800)
BASIC INDUSTRIES,1995,ENGINEERING & CONSTRUCTION,79.78,AGX (121.86),MTRX (25407400)
BASIC INDUSTRIES,2007,AGRICULTURAL CHEMICALS,78.08,MOS (335.75),CF (1959157000)
BASIC INDUSTRIES,2003,TELECOMMUNICATIONS EQUIPMENT,77.88,OCC (184.0),GLW (2631647500)
BASIC INDUSTRIES,2003,WATER SUPPLY,77.41,MTZ (392.03),DY (73034300)
BASIC INDUSTRIES,2004,ELECTRIC UTILITIES: CENTRAL,77.39,CVA (182.61),AES (561729500)
BASIC INDUSTRIES,1996,WATER SUPPLY,76.43,MTZ (319.8),MTZ (107277900)
BASIC INDUSTRIES,2007,PRECIOUS METALS,75.89,CHNR (135.05),VALE (5673693800)
BASIC INDUSTRIES,2004,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,75.68,TPC (75.68),TPC (36242700)
BASIC INDUSTRIES,2016,STEEL/IRON ORE,74.32,AKS (334.47),X (4163150300)
BASIC INDUSTRIES,1991,TELECOMMUNICATIONS EQUIPMENT,72.96,GLW (72.96),GLW (249880800)
BASIC INDUSTRIES,1980,MAJOR CHEMICALS,72.86,NL (131.44),DWDP (236542500)
BASIC INDUSTRIES,1999,TELECOMMUNICATIONS EQUIPMENT,72.82,GLW (183.38),GLW (793500300)
BASIC INDUSTRIES,2001,ENVIRONMENTAL SERVICES,72.28,CLH (92.57),SRCL (222884800)
BASIC INDUSTRIES,2013,TEXTILES,71.72,XRM (416.93),AIN (28770900)
BASIC INDUSTRIES,1995,AGRICULTURAL CHEMICALS,71.53,MOS (92.9),MOS (100649000)
BASIC INDUSTRIES,1983,HOME FURNISHINGS,70.97,FUL (70.97),FUL (38848800)
BASIC INDUSTRIES,2016,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,70.94,TPC (70.94),TPC (122854600)
BASIC INDUSTRIES,2006,ENGINEERING & CONSTRUCTION,70.61,AGX (209.05),MTRX (69239600)
BASIC INDUSTRIES,1992,FOREST PRODUCTS,70.06,PATK (109.52),MAS (210283200)
BASIC INDUSTRIES,1982,PRECIOUS METALS,69.68,AEM (169.77),NEM (46926200)
BASIC INDUSTRIES,2003,STEEL/IRON ORE,68.85,MT (299.55),NUE (816332400)
BASIC INDUSTRIES,2014,ALUMINUM,67.25,CENX (134.84),AA (2146821400)
BASIC INDUSTRIES,1983,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,66.99,TPC (66.99),TPC (2430800)
BASIC INDUSTRIES,2003,PRECIOUS METALS,66.28,WWR (285.71),VALE (1277500800)
BASIC INDUSTRIES,2001,TEXTILES,65.85,CULP (84.24),AIN (22867800)
BASIC INDUSTRIES,2011,MISCELLANEOUS,65.77,HCCI (65.77),HCCI (6095400)
BASIC INDUSTRIES,1981,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,65.75,TPC (65.75),TPC (2144200)
BASIC INDUSTRIES,2009,TEXTILES,62.51,CULP (425.26),AIN (64049700)
BASIC INDUSTRIES,2003,HOMEBUILDING,62.23,LEN (78.17),LEN (750431300)
BASIC INDUSTRIES,1975,MAJOR CHEMICALS,61.92,DWDP (67.73),DWDP (138581100)
BASIC INDUSTRIES,2006,STEEL/IRON ORE,61.9,ATI (151.54),STLD (1305967400)
BASIC INDUSTRIES,1998,WATER SUPPLY,60.46,DY (160.4),DY (50403000)
BASIC INDUSTRIES,1976,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,60.0,TPC (60.0),TPC (1792400)
BASIC INDUSTRIES,1991,AGRICULTURAL CHEMICALS,58.99,MOS (59.3),MOS (55841400)
BASIC INDUSTRIES,2006,HOME FURNISHINGS,57.82,FUL (57.82),FUL (141423300)
BASIC INDUSTRIES,1975,PAPER,57.68,IP (57.68),IP (46618800)
BASIC INDUSTRIES,1995,HOMEBUILDING,57.03,LEN (57.03),LEN (49862200)
BASIC INDUSTRIES,1992,HOMEBUILDING,56.94,LEN (56.94),LEN (95022800)
BASIC INDUSTRIES,2010,PRECIOUS METALS,56.16,WWR (319.75),FCX (6891808600)
BASIC INDUSTRIES,2009,MAJOR CHEMICALS,56.06,GURE (709.72),DWDP (4566179800)
BASIC INDUSTRIES,2005,MILITARY/GOVERNMENT/TECHNICAL,54.65,STRL (224.28),FLR (345846000)
BASIC INDUSTRIES,1980,WATER SUPPLY,53.95,MTZ (53.95),MTZ (15574800)
BASIC INDUSTRIES,1999,ELECTRIC UTILITIES: CENTRAL,53.5,CVA (58.62),AES (385668200)
BASIC INDUSTRIES,2009,AGRICULTURAL CHEMICALS,53.23,CGA (349.54),CF (2627589000)
BASIC INDUSTRIES,2009,STEEL/IRON ORE,53.02,MTL (332.64),X (3571987300)
BASIC INDUSTRIES,2016,TELECOMMUNICATIONS EQUIPMENT,52.95,APWC (90.48),GLW (2387863300)
BASIC INDUSTRIES,2016,MISCELLANEOUS,52.87,HCCI (52.87),HCCI (12712000)
BASIC INDUSTRIES,2007,STEEL/IRON ORE,52.47,MTL (280.2),NUE (1101174600)
BASIC INDUSTRIES,2016,METAL FABRICATIONS,51.82,RYI (190.22),CSTM (226369000)
BASIC INDUSTRIES,1983,ALUMINUM,51.56,AA (51.56),AA (214474200)
BASIC INDUSTRIES,1991,TEXTILES,50.05,CULP (51.61),AIN (8785800)
BASIC INDUSTRIES,1991,ELECTRIC UTILITIES: CENTRAL,50.03,AES (69.14),AES (92799700)
BASIC INDUSTRIES,1982,FOREST PRODUCTS,49.73,PATK (78.95),MAS (108663000)
BASIC INDUSTRIES,2002,PRECIOUS METALS,49.41,RGLD (389.59),NEM (1294517000)
BASIC INDUSTRIES,2003,TEXTILES,47.89,AIN (59.45),AIN (38320200)
BASIC INDUSTRIES,2012,HOME FURNISHINGS,47.73,FUL (47.73),FUL (87516100)
BASIC INDUSTRIES,1991,MILITARY/GOVERNMENT/TECHNICAL,47.6,JEC (121.54),JEC (57926800)
BASIC INDUSTRIES,2009,FOREST PRODUCTS,47.55,LPX (328.22),MAS (1602763800)
BASIC INDUSTRIES,1991,FOREST PRODUCTS,47.55,LPX (62.84),MAS (179832600)
BASIC INDUSTRIES,1997,PACKAGE GOODS/COSMETICS,47.23,SCL (51.92),PG (1221674400)
BASIC INDUSTRIES,1991,PAINTS/COATINGS,47.18,FOE (111.11),PPG (176703600)
BASIC INDUSTRIES,2017,HOMEBUILDING,46.84,IBP (82.35),LEN (628692900)
BASIC INDUSTRIES,1976,ALUMINUM,46.56,AA (46.56),AA (74974700)
BASIC INDUSTRIES,2013,HOME FURNISHINGS,46.18,FUL (46.18),FUL (60600100)
BASIC INDUSTRIES,1992,STEEL/IRON ORE,45.69,SYNL (200.0),NUE (163710400)
BASIC INDUSTRIES,2012,FOREST PRODUCTS,45.68,PATK (261.86),MAS (1786362000)
BASIC INDUSTRIES,2009,ALUMINUM,45.52,ACH (74.12),AA (3767520400)
BASIC INDUSTRIES,1985,MILITARY/GOVERNMENT/TECHNICAL,45.45,JEC (45.45),JEC (14438400)
BASIC INDUSTRIES,2007,MILITARY/GOVERNMENT/TECHNICAL,45.18,JEC (137.54),FLR (642498800)
BASIC INDUSTRIES,1999,WATER SUPPLY,45.09,MTZ (106.98),DY (94854200)
BASIC INDUSTRIES,2009,PRECIOUS METALS,44.89,LAC (452.0),FCX (9141685400)
BASIC INDUSTRIES,1989,PACKAGE GOODS/COSMETICS,44.82,PG (66.27),PG (1464882400)
BASIC INDUSTRIES,2005,ENVIRONMENTAL SERVICES,44.77,CLH (97.74),SRCL (162191600)
BASIC INDUSTRIES,2001,HOME FURNISHINGS,44.53,FUL (44.53),FUL (69600400)
BASIC INDUSTRIES,2005,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,44.52,TPC (44.52),TPC (36887900)
BASIC INDUSTRIES,2004,FOREST PRODUCTS,44.42,AMWD (58.12),MAS (632689100)
BASIC INDUSTRIES,2000,ELECTRIC UTILITIES: CENTRAL,44.21,AES (52.76),AES (575385300)
BASIC INDUSTRIES,2010,ENVIRONMENTAL SERVICES,43.82,SRCL (46.7),SRCL (157868100)
BASIC INDUSTRIES,2002,ENVIRONMENTAL SERVICES,43.76,CLH (345.85),SRCL (284825600)
BASIC INDUSTRIES,2013,PAINTS/COATINGS,43.74,FOE (199.07),PPG (672604000)
BASIC INDUSTRIES,2013,TELECOMMUNICATIONS EQUIPMENT,43.7,BDC (52.65),GLW (3257818100)
BASIC INDUSTRIES,1972,PACKAGE GOODS/COSMETICS,42.95,PG (42.95),PG (118540800)
BASIC INDUSTRIES,2003,ENGINEERING & CONSTRUCTION,42.81,MTRX (286.97),MTRX (60261900)
BASIC INDUSTRIES,2006,ELECTRIC UTILITIES: CENTRAL,42.65,CVA (49.93),AES (636149700)
BASIC INDUSTRIES,1988,TELECOMMUNICATIONS EQUIPMENT,42.31,GLW (42.31),GLW (366560400)
BASIC INDUSTRIES,1986,HOMEBUILDING,42.31,LEN (42.31),LEN (31809400)
BASIC INDUSTRIES,2007,METAL FABRICATIONS,42.1,FSTR (109.6),RS (284843300)
BASIC INDUSTRIES,1985,PAINTS/COATINGS,41.99,PPG (53.38),PPG (229296000)
BASIC INDUSTRIES,2009,SPECIALTY CHEMICALS,41.81,OMN (696.1),CSL (121077300)
BASIC INDUSTRIES,1987,ENVIRONMENTAL SERVICES,41.67,CLH (41.67),CLH (1860800)
BASIC INDUSTRIES,1987,HOME FURNISHINGS,41.46,FUL (41.46),FUL (51272400)
BASIC INDUSTRIES,1993,FOREST PRODUCTS,41.2,PATK (273.17),MAS (230783900)
BASIC INDUSTRIES,1980,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,41.18,TPC (41.18),TPC (1800000)
BASIC INDUSTRIES,2013,FOREST PRODUCTS,41.07,TREX (106.41),MAS (1285501800)
BASIC INDUSTRIES,1992,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,41.0,TPC (41.0),TPC (1773700)
BASIC INDUSTRIES,2013,SPECIALTY CHEMICALS,40.91,WST (77.66),CSL (80604200)
BASIC INDUSTRIES,2006,PRECIOUS METALS,40.86,CHNR (130.54),VALE (3619739400)
BASIC INDUSTRIES,2000,MILITARY/GOVERNMENT/TECHNICAL,40.81,GVA (64.18),JEC (87916800)
BASIC INDUSTRIES,2005,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),40.55,USLM (136.55),HL (285579300)
BASIC INDUSTRIES,2006,ENVIRONMENTAL SERVICES,40.38,CLH (63.22),SRCL (117581800)
BASIC INDUSTRIES,1997,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),40.37,VMC (72.36),SQM (95128100)
BASIC INDUSTRIES,2012,PAINTS/COATINGS,39.94,PPG (59.01),PPG (552480200)
BASIC INDUSTRIES,2007,ALUMINUM,39.83,ACH (102.32),AA (1339242800)
BASIC INDUSTRIES,2003,MAJOR CHEMICALS,39.77,BAK (630.94),DWDP (835441100)
BASIC INDUSTRIES,2005,ELECTRIC UTILITIES: CENTRAL,39.65,CVA (75.73),AES (621125100)
BASIC INDUSTRIES,1986,HOME FURNISHINGS,39.58,FUL (39.58),FUL (51689600)
BASIC INDUSTRIES,2003,MILITARY/GOVERNMENT/TECHNICAL,39.47,STRL (158.86),FLR (292210200)
BASIC INDUSTRIES,1991,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,39.39,TPC (39.39),TPC (2052700)
BASIC INDUSTRIES,1986,PAPER,39.3,IP (50.25),IP (344092000)
BASIC INDUSTRIES,1988,ENVIRONMENTAL SERVICES,38.89,CLH (38.89),CLH (14546400)
BASIC INDUSTRIES,2016,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),38.44,TECK (451.79),HL (2623261400)
BASIC INDUSTRIES,1983,STEEL/IRON ORE,38.14,CMC (82.43),NUE (131550400)
BASIC INDUSTRIES,2003,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),38.05,TECK (126.6),HL (393762000)
BASIC INDUSTRIES,2007,ENVIRONMENTAL SERVICES,38.02,SRCL (57.04),SRCL (130103500)
BASIC INDUSTRIES,1982,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),37.5,HL (61.54),MDU (19243400)
BASIC INDUSTRIES,1990,HOME FURNISHINGS,37.36,FUL (37.36),FUL (59151600)
BASIC INDUSTRIES,2016,WATER SUPPLY,37.3,MTZ (117.7),MTZ (205834300)
BASIC INDUSTRIES,2009,HOME FURNISHINGS,37.13,FUL (37.13),FUL (88907900)
BASIC INDUSTRIES,1998,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),37.02,MLM (68.07),SQM (103127300)
BASIC INDUSTRIES,1995,PRECIOUS METALS,36.54,MUX (204.21),ABX (316860800)
BASIC INDUSTRIES,1971,PACKAGE GOODS/COSMETICS,36.52,PG (36.52),PG (159862400)
BASIC INDUSTRIES,1985,PACKAGE GOODS/COSMETICS,36.44,CHD (77.68),PG (956704000)
BASIC INDUSTRIES,2009,METAL FABRICATIONS,36.44,RS (99.54),RS (339855700)
BASIC INDUSTRIES,1996,SPECIALTY CHEMICALS,36.14,CSL (50.78),CSL (18742400)
BASIC INDUSTRIES,2001,FOREST PRODUCTS,36.08,AMWD (234.63),MAS (468382400)
BASIC INDUSTRIES,1990,MILITARY/GOVERNMENT/TECHNICAL,36.05,JEC (79.74),JEC (60209600)
BASIC INDUSTRIES,2004,AGRICULTURAL CHEMICALS,35.82,ICL (93.33),MOS (292828700)
BASIC INDUSTRIES,1996,HOME FURNISHINGS,35.74,FUL (35.74),FUL (51235600)
BASIC INDUSTRIES,2009,PAINTS/COATINGS,35.7,RPM (48.61),PPG (898110200)
BASIC INDUSTRIES,2007,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,35.67,TPC (35.67),TPC (131319100)
BASIC INDUSTRIES,2017,FOREST PRODUCTS,35.55,AMWD (70.6),MAS (659840200)
BASIC INDUSTRIES,2016,SPECIALTY CHEMICALS,35.54,OMN (72.41),WST (98279900)
BASIC INDUSTRIES,2003,SPECIALTY CHEMICALS,35.54,VERU (71.87),CSL (76326400)
BASIC INDUSTRIES,1990,ENGINEERING & CONSTRUCTION,35.38,MTRX (35.38),MTRX (6419000)
BASIC INDUSTRIES,1986,TEXTILES,35.29,CULP (35.29),CULP (4360400)
BASIC INDUSTRIES,2004,HOMEBUILDING,35.09,CVCO (90.68),LEN (523334400)
BASIC INDUSTRIES,1989,ALUMINUM,34.99,AA (34.99),AA (382315700)
BASIC INDUSTRIES,1982,PACKAGE GOODS/COSMETICS,34.81,ECL (69.7),PG (899139200)
BASIC INDUSTRIES,2010,TELECOMMUNICATIONS EQUIPMENT,34.65,APWC (171.11),GLW (3848603400)
BASIC INDUSTRIES,1986,PAINTS/COATINGS,34.5,PPG (43.95),PPG (252521600)
BASIC INDUSTRIES,2012,SPECIALTY CHEMICALS,33.67,VERU (52.12),CSL (85447600)
BASIC INDUSTRIES,1989,PRECIOUS METALS,33.57,ABX (90.23),ABX (118091200)
BASIC INDUSTRIES,2003,FOREST PRODUCTS,33.54,LPX (114.9),MAS (581085800)
BASIC INDUSTRIES,2001,HOMEBUILDING,33.3,LEN (33.3),LEN (464489300)
BASIC INDUSTRIES,2009,TELECOMMUNICATIONS EQUIPMENT,32.9,APWC (157.89),GLW (3996790000)
BASIC INDUSTRIES,2016,FOREST PRODUCTS,32.61,KOP (116.55),MAS (1020497000)
BASIC INDUSTRIES,1981,PAINTS/COATINGS,32.54,FOE (32.54),FOE (18230500)
BASIC INDUSTRIES,1987,ALUMINUM,32.5,AA (32.5),AA (423506400)
BASIC INDUSTRIES,1996,TEXTILES,31.95,CULP (41.86),AIN (15874100)
BASIC INDUSTRIES,2006,SPECIALTY CHEMICALS,31.8,WST (98.11),WST (112011000)
BASIC INDUSTRIES,1973,ALUMINUM,31.78,AA (31.78),AA (77205700)
BASIC INDUSTRIES,1996,ELECTRIC UTILITIES: CENTRAL,31.68,AES (102.17),AES (210488800)
BASIC INDUSTRIES,1980,HOME FURNISHINGS,31.58,FUL (31.58),FUL (20960400)
BASIC INDUSTRIES,2010,PAINTS/COATINGS,31.51,FOE (70.03),PPG (701475800)
BASIC INDUSTRIES,2010,MAJOR CHEMICALS,31.38,FTK (303.7),DWDP (2636375000)
BASIC INDUSTRIES,2016,ALUMINUM,31.11,CENX (88.96),AA (2363898000)
BASIC INDUSTRIES,1984,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,30.59,TPC (30.59),TPC (1616300)
BASIC INDUSTRIES,2013,PAPER,30.59,KS (145.22),IP (953754300)
BASIC INDUSTRIES,1985,MAJOR CHEMICALS,30.23,REX (148.4),DWDP (541059300)
BASIC INDUSTRIES,1975,ALUMINUM,29.91,AA (29.91),AA (61963900)
BASIC INDUSTRIES,1986,MAJOR CHEMICALS,29.9,FMC (95.45),DWDP (689614500)
BASIC INDUSTRIES,1979,MAJOR CHEMICALS,29.86,WDFC (33.33),DWDP (176572500)
BASIC INDUSTRIES,1991,PAPER,29.74,IP (33.81),IP (224638800)
BASIC INDUSTRIES,1983,PAPER,29.6,GLT (46.15),IP (186298600)
BASIC INDUSTRIES,1980,PRECIOUS METALS,29.25,MUX (487.01),NEM (49091200)
BASIC INDUSTRIES,2006,MAJOR CHEMICALS,29.15,IOSP (177.74),DWDP (1247480600)
BASIC INDUSTRIES,2006,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),29.08,HL (74.49),HL (546594700)
BASIC INDUSTRIES,2007,CONTAINERS/PACKAGING,28.86,YTEN (28.86),YTEN (931000)
BASIC INDUSTRIES,2017,MISCELLANEOUS,28.25,HCCI (41.69),HCCI (21366500)
BASIC INDUSTRIES,1988,PAINTS/COATINGS,27.99,FOE (48.07),PPG (200024800)
BASIC INDUSTRIES,2013,MISCELLANEOUS,27.82,HCCI (27.82),HCCI (8208700)
BASIC INDUSTRIES,2016,MILITARY/GOVERNMENT/TECHNICAL,27.62,GRAM (150.0),KBR (376978300)
BASIC INDUSTRIES,2006,TELECOMMUNICATIONS EQUIPMENT,27.2,APWC (89.66),GLW (3351380900)
BASIC INDUSTRIES,2005,HOMEBUILDING,26.84,CVCO (70.74),LEN (629565500)
BASIC INDUSTRIES,1982,TELECOMMUNICATIONS EQUIPMENT,26.68,GLW (26.68),GLW (293414400)
BASIC INDUSTRIES,1980,STEEL/IRON ORE,26.5,NUE (82.68),NUE (104308800)
BASIC INDUSTRIES,1991,MAJOR CHEMICALS,26.34,BCPC (137.5),DWDP (442742400)
BASIC INDUSTRIES,1997,SPECIALTY CHEMICALS,26.25,CSL (45.22),CSL (25222800)
BASIC INDUSTRIES,1988,MILITARY/GOVERNMENT/TECHNICAL,26.03,JEC (26.03),JEC (17795200)
BASIC INDUSTRIES,2004,PRECIOUS METALS,25.66,WPM (1136.0),VALE (2082718400)
BASIC INDUSTRIES,2013,WATER SUPPLY,25.55,PRIM (99.04),MTZ (191618100)
BASIC INDUSTRIES,1988,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,25.49,TPC (25.49),TPC (489100)
BASIC INDUSTRIES,1982,WATER SUPPLY,25.34,AEGN (215.38),MTZ (16198300)
BASIC INDUSTRIES,1986,PACKAGE GOODS/COSMETICS,25.33,UL (60.0),PG (1232057600)
BASIC INDUSTRIES,1989,TELECOMMUNICATIONS EQUIPMENT,25.32,GLW (25.32),GLW (309958800)
BASIC INDUSTRIES,1973,PAPER,25.3,IP (25.3),IP (45618100)
BASIC INDUSTRIES,2010,WATER SUPPLY,25.29,DY (77.5),MTZ (165744900)
BASIC INDUSTRIES,1987,STEEL/IRON ORE,25.19,CRS (40.49),NUE (255848000)
BASIC INDUSTRIES,2012,HOMEBUILDING,24.67,XIN (100.0),LEN (1545597600)
BASIC INDUSTRIES,1988,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),24.56,USLM (123.53),MDU (28493400)
BASIC INDUSTRIES,1986,FOREST PRODUCTS,24.51,MAS (46.37),MAS (147320500)
BASIC INDUSTRIES,1995,PACKAGE GOODS/COSMETICS,24.44,ECL (45.45),PG (884553200)
BASIC INDUSTRIES,1996,PACKAGE GOODS/COSMETICS,24.2,PG (29.47),PG (1081136000)
BASIC INDUSTRIES,2003,AGRICULTURAL CHEMICALS,24.03,AVD (154.88),MOS (254070700)
BASIC INDUSTRIES,2001,MILITARY/GOVERNMENT/TECHNICAL,24.0,STRL (85.39),FLR (264977800)
BASIC INDUSTRIES,2001,PRECIOUS METALS,23.98,MUX (129.41),NEM (572769000)
BASIC INDUSTRIES,1985,FOREST PRODUCTS,23.92,MAS (46.36),MAS (109357200)
BASIC INDUSTRIES,1994,TELECOMMUNICATIONS EQUIPMENT,23.85,BDC (50.0),GLW (326149800)
BASIC INDUSTRIES,2004,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),23.78,TECK (78.56),HL (367966700)
BASIC INDUSTRIES,2001,MAJOR CHEMICALS,23.61,REX (158.65),DWDP (680390300)
BASIC INDUSTRIES,2013,METAL FABRICATIONS,23.54,CSTM (60.15),RS (121211900)
BASIC INDUSTRIES,1983,TEXTILES,23.53,CULP (23.53),CULP (2233200)
BASIC INDUSTRIES,1980,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),23.42,HL (31.73),MDU (15663300)
BASIC INDUSTRIES,1988,TEXTILES,23.39,AIN (25.0),AIN (15442100)
BASIC INDUSTRIES,1995,ALUMINUM,23.21,AA (23.21),AA (384139400)
BASIC INDUSTRIES,1982,PAPER,23.16,IP (23.25),IP (140565400)
BASIC INDUSTRIES,1991,STEEL/IRON ORE,23.16,SYNL (76.27),NUE (186009600)
BASIC INDUSTRIES,1993,HOMEBUILDING,22.97,LEN (22.97),LEN (50308300)
BASIC INDUSTRIES,2006,METAL FABRICATIONS,22.83,FSTR (76.26),RS (266566100)
BASIC INDUSTRIES,1994,ALUMINUM,22.73,AA (22.73),AA (366065600)
BASIC INDUSTRIES,1972,ALUMINUM,22.53,AA (22.53),AA (39370000)
BASIC INDUSTRIES,2001,PAINTS/COATINGS,22.52,RPM (64.09),PPG (359726200)
BASIC INDUSTRIES,1986,PRECIOUS METALS,22.45,ABX (128.3),ABX (134648000)
BASIC INDUSTRIES,1997,ENVIRONMENTAL SERVICES,22.41,SRCL (42.68),SRCL (31462000)
BASIC INDUSTRIES,2017,WATER SUPPLY,22.33,DY (36.14),MTZ (228054800)
BASIC INDUSTRIES,1985,HOME FURNISHINGS,22.22,FUL (22.22),FUL (37882400)
BASIC INDUSTRIES,2006,GENERAL BLDG CONTRACTORS - NONRESIDENTIAL BLDGS,22.09,TPC (22.09),TPC (48910800)
BASIC INDUSTRIES,2006,CONTAINERS/PACKAGING,22.04,YTEN (22.04),YTEN (140500)
BASIC INDUSTRIES,2014,PAINTS/COATINGS,21.6,AXTA (25.4),PPG (392635400)
BASIC INDUSTRIES,1991,PACKAGE GOODS/COSMETICS,21.54,CHD (73.19),PG (1206281600)
BASIC INDUSTRIES,2012,METAL FABRICATIONS,21.53,FSTR (50.26),RS (140496300)
BASIC INDUSTRIES,1986,WATER SUPPLY,21.48,DY (73.08),MTZ (16384000)
