Sector,Year,Industry,Industry price change %,Max increase ticker (increase %),Max volume ticker (volume)
CAPITAL GOODS,1972,AUTO MANUFACTURING,28.93,NAV (28.99),F (254181800)
CAPITAL GOODS,1980,ORDNANCE AND ACCESSORIES,28.71,NPK (31.13),RGR (2952000)
CAPITAL GOODS,1991,AUTOMOTIVE AFTERMARKET,28.71,GPC (28.71),GPC (68575900)
CAPITAL GOODS,1980,AEROSPACE,28.7,HEI (60.34),BA (668955600)
CAPITAL GOODS,2003,METAL FABRICATIONS,28.67,MDR (155.34),ARNC (442975200)
CAPITAL GOODS,1991,CONSTRUCTION/AG EQUIPMENT/TRUCKS,28.51,ASTE (100.0),CAT (605686400)
CAPITAL GOODS,1995,METAL FABRICATIONS,27.9,NNBR (111.41),ARNC (410468200)
CAPITAL GOODS,2010,ELECTRICAL PRODUCTS,27.81,KEM (291.94),TER (1573675700)
CAPITAL GOODS,2013,AUTOMOTIVE AFTERMARKET,27.69,GPC (27.69),GPC (195720400)
CAPITAL GOODS,1978,MILITARY/GOVERNMENT/TECHNICAL,27.68,LMT (30.0),LMT (159024800)
CAPITAL GOODS,2018,CONTAINERS/PACKAGING,27.48,WMS (32.57),WMS (44198400)
CAPITAL GOODS,2002,MISCELLANEOUS,27.47,KZIA (27.47),KZIA (3594000)
CAPITAL GOODS,1991,ELECTRICAL PRODUCTS,27.46,BELFA (268.42),APH (135540800)
CAPITAL GOODS,1980,METAL FABRICATIONS,27.28,VMI (70.83),ARNC (128457900)
CAPITAL GOODS,2001,AUTO PARTS:O.E.M.,27.08,MPAA (358.18),HON (1461159300)
CAPITAL GOODS,2012,ENGINEERING & CONSTRUCTION,27.08,IESC (143.24),PWR (438362900)
CAPITAL GOODS,1980,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,27.07,COHR (35.63),COHR (14694600)
CAPITAL GOODS,2013,ELECTRONIC COMPONENTS,26.83,CAMT (181.25),KLAC (427474800)
CAPITAL GOODS,2009,ELECTRICAL PRODUCTS,26.79,XCRA (493.33),TER (1415361700)
CAPITAL GOODS,2016,MEDICAL SPECIALITIES,26.69,KEQU (39.63),KOOL (78225900)
CAPITAL GOODS,2007,INDUSTRIAL MACHINERY/COMPONENTS,26.6,ARTW (344.81),DE (1311240300)
CAPITAL GOODS,1997,INDUSTRIAL MACHINERY/COMPONENTS,26.53,MVIS (250.0),DE (430798400)
CAPITAL GOODS,2006,CONSTRUCTION/AG EQUIPMENT/TRUCKS,26.47,MTW (131.16),CAT (1427415900)
CAPITAL GOODS,1996,SPECIALTY CHEMICALS,26.39,RAVN (26.39),RAVN (19096800)
CAPITAL GOODS,2013,CONSTRUCTION/AG EQUIPMENT/TRUCKS,26.36,HY (85.14),CAT (1495748100)
CAPITAL GOODS,2006,MARINE TRANSPORTATION,26.27,GD (29.3),GD (388352700)
CAPITAL GOODS,1997,METAL FABRICATIONS,26.19,WIRE (166.85),ARNC (337570000)
CAPITAL GOODS,2003,STEEL/IRON ORE,26.19,GGB (180.23),SID (321844800)
CAPITAL GOODS,1988,ORDNANCE AND ACCESSORIES,26.03,RGR (30.0),RGR (3994400)
CAPITAL GOODS,1976,INDUSTRIAL MACHINERY/COMPONENTS,25.99,ESL (40.43),DE (145491600)
CAPITAL GOODS,2004,FLUID CONTROLS,25.87,IEX (46.81),ITT (786171300)
CAPITAL GOODS,1988,TOOLS/HARDWARE,25.41,TTC (25.41),TTC (114428800)
CAPITAL GOODS,2017,MILITARY/GOVERNMENT/TECHNICAL,25.39,AJRD (69.47),COL (433772100)
CAPITAL GOODS,1996,ENGINEERING & CONSTRUCTION,25.3,EME (25.3),EME (61450000)
CAPITAL GOODS,1991,AUTO MANUFACTURING,25.08,SPAR (590.91),F (1509128100)
CAPITAL GOODS,1997,MARINE TRANSPORTATION,25.05,GD (25.05),GD (157097600)
CAPITAL GOODS,1991,AEROSPACE,24.96,TATT (181.84),UTX (739284000)
CAPITAL GOODS,2009,INDUSTRIAL MACHINERY/COMPONENTS,24.9,NANO (828.69),DHR (1552241400)
CAPITAL GOODS,1996,METAL FABRICATIONS,24.87,TG (83.78),ARNC (376213400)
CAPITAL GOODS,2017,INDUSTRIAL MACHINERY/COMPONENTS,24.81,CODA (94.22),DHR (652267400)
CAPITAL GOODS,1993,INDUSTRIAL SPECIALTIES,24.8,PKOH (157.5),PII (25090400)
CAPITAL GOODS,1980,AUTO PARTS:O.E.M.,24.74,APOG (81.25),HON (134810600)
CAPITAL GOODS,2006,AUTO MANUFACTURING,24.74,SPAR (120.21),F (8474128600)
CAPITAL GOODS,2010,AUTO MANUFACTURING,24.74,WBC (132.2),F (23799936100)
CAPITAL GOODS,1999,TOOLS/HARDWARE,24.63,TTC (24.63),TTC (177443200)
CAPITAL GOODS,1971,AUTO PARTS:O.E.M.,24.6,HON (24.6),HON (31598600)
CAPITAL GOODS,2001,STEEL/IRON ORE,24.57,WOR (73.44),SID (183472800)
CAPITAL GOODS,2009,TOOLS/HARDWARE,24.55,TTC (24.55),TTC (478274800)
CAPITAL GOODS,2007,METAL FABRICATIONS,24.14,BWEN (633.33),ARNC (1431026700)
CAPITAL GOODS,2017,FLUID CONTROLS,24.13,GGG (62.72),FLS (348359000)
CAPITAL GOODS,2000,AEROSPACE,24.1,ERJ (84.35),BA (1037119900)
CAPITAL GOODS,1985,ORDNANCE AND ACCESSORIES,23.87,RGR (60.87),RGR (2038400)
CAPITAL GOODS,1999,STEEL/IRON ORE,23.71,GGB (203.6),WOR (104080800)
CAPITAL GOODS,1993,AUTO MANUFACTURING,23.68,F (46.59),F (2084123600)
CAPITAL GOODS,1984,MEDICAL SPECIALITIES,23.68,KEQU (23.68),KEQU (518000)
CAPITAL GOODS,2012,FLUID CONTROLS,23.66,FLS (44.02),FLS (387756300)
CAPITAL GOODS,2013,ENGINEERING & CONSTRUCTION,23.66,FIX (55.74),PWR (451052100)
CAPITAL GOODS,1988,RAILROADS,23.64,TRN (23.64),TRN (144928600)
CAPITAL GOODS,2004,MEDICAL SPECIALITIES,23.6,MSON (45.31),MSON (21767800)
CAPITAL GOODS,1983,INDUSTRIAL MACHINERY/COMPONENTS,23.59,TMO (109.52),DHR (306661800)
CAPITAL GOODS,1980,AUTOMOTIVE AFTERMARKET,23.53,GPC (23.53),GPC (25478000)
CAPITAL GOODS,1993,STEEL/IRON ORE,23.48,WOR (32.97),WOR (54064500)
CAPITAL GOODS,2016,FLUID CONTROLS,23.44,AP (64.38),XYL (330450500)
CAPITAL GOODS,2007,CONTAINERS/PACKAGING,23.23,WMS (51.36),WMS (149346714)
CAPITAL GOODS,1999,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,23.12,COHR (124.08),A (172198500)
CAPITAL GOODS,2004,CONSTRUCTION/AG EQUIPMENT/TRUCKS,23.11,GENC (177.23),CAT (1224487000)
CAPITAL GOODS,1992,FLUID CONTROLS,23.04,GRC (53.96),GGG (57706200)
CAPITAL GOODS,2006,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,22.78,ILMN (165.43),A (973173500)
CAPITAL GOODS,1978,AUTO MANUFACTURING,22.55,TM (63.16),F (674841200)
CAPITAL GOODS,2006,AEROSPACE,22.52,TATT (134.85),BA (998624000)
CAPITAL GOODS,1986,SPECIALTY CHEMICALS,22.47,RAVN (22.47),RAVN (17104000)
CAPITAL GOODS,2015,HOMEBUILDING,22.34,LGIH (65.85),PHM (1441044000)
CAPITAL GOODS,1976,CONSTRUCTION/AG EQUIPMENT/TRUCKS,22.32,CAT (22.32),CAT (171792800)
CAPITAL GOODS,2012,AUTO MANUFACTURING,22.29,FSS (78.64),F (11343885200)
CAPITAL GOODS,2017,MARINE TRANSPORTATION,22.2,MBUU (55.9),GD (288708000)
CAPITAL GOODS,1972,METAL FABRICATIONS,22.13,ARNC (22.13),ARNC (42068200)
CAPITAL GOODS,2009,FLUID CONTROLS,22.05,FLS (71.97),ITT (1260961700)
CAPITAL GOODS,1996,CONTAINERS/PACKAGING,22.0,UFPT (24.24),WMS (369008904)
CAPITAL GOODS,2004,METAL FABRICATIONS,21.93,SNHY (114.94),ARNC (584013600)
CAPITAL GOODS,2013,ELECTRICAL PRODUCTS,21.9,AEHR (267.86),TER (643065400)
CAPITAL GOODS,1982,SPECIALTY CHEMICALS,21.84,RAVN (21.84),RAVN (4487200)
CAPITAL GOODS,1983,ELECTRICAL PRODUCTS,21.72,XCRA (54.84),VSH (29284900)
CAPITAL GOODS,2016,INDUSTRIAL MACHINERY/COMPONENTS,21.71,CETX (195.2),DE (823100100)
CAPITAL GOODS,1996,STEEL/IRON ORE,21.66,ROCK (105.88),WOR (65371100)
CAPITAL GOODS,1982,AEROSPACE,21.66,BA (45.7),UTX (561868800)
CAPITAL GOODS,2007,FLUID CONTROLS,21.48,FLS (88.07),ITT (818718700)
CAPITAL GOODS,1981,MILITARY/GOVERNMENT/TECHNICAL,21.44,ATRO (38.89),LMT (232375200)
CAPITAL GOODS,1986,BUILDING PRODUCTS,21.43,GFF (21.43),GFF (15078700)
CAPITAL GOODS,1997,AUTO MANUFACTURING,21.43,NAV (168.24),F (1919556600)
CAPITAL GOODS,2006,AUTO PARTS:O.E.M.,21.17,IEP (125.43),HON (926738000)
CAPITAL GOODS,2009,MILITARY/GOVERNMENT/TECHNICAL,21.16,ASTC (611.11),LMT (852162200)
CAPITAL GOODS,1995,FLUID CONTROLS,21.1,IEX (44.67),ITT (74840400)
CAPITAL GOODS,2007,INDUSTRIAL SPECIALTIES,21.08,BOOM (118.96),PII (268782200)
CAPITAL GOODS,1988,CONTAINERS/PACKAGING,21.04,WMS (21.04),WMS (77053662)
CAPITAL GOODS,2014,RAILROADS,20.73,GBX (65.99),TRN (795693800)
CAPITAL GOODS,2003,FLUID CONTROLS,20.69,FLS (36.92),ITT (826172200)
CAPITAL GOODS,1997,BUILDING PRODUCTS,20.62,GFF (20.62),GFF (15972400)
CAPITAL GOODS,2006,INDUSTRIAL SPECIALTIES,20.52,MTRN (109.75),PII (233096600)
CAPITAL GOODS,1997,TOOLS/HARDWARE,20.49,TTC (20.49),TTC (134379200)
CAPITAL GOODS,2013,STEEL/IRON ORE,20.48,IIIN (75.39),SID (1571866600)
CAPITAL GOODS,1994,ELECTRICAL PRODUCTS,20.46,RFIL (333.33),APH (509811200)
CAPITAL GOODS,2012,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,20.38,AXDX (200.75),A (1149032500)
CAPITAL GOODS,1985,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,20.36,BIO (137.39),PKI (47595600)
CAPITAL GOODS,1984,MARINE TRANSPORTATION,20.35,GD (20.35),GD (370294400)
CAPITAL GOODS,1983,BUILDING MATERIALS,20.3,USG (20.3),USG (695300)
CAPITAL GOODS,2010,ELECTRONIC COMPONENTS,20.27,PRCP (56.33),KLAC (934551100)
CAPITAL GOODS,1992,ELECTRICAL PRODUCTS,20.2,MEI (111.54),APH (294604800)
CAPITAL GOODS,1977,MILITARY/GOVERNMENT/TECHNICAL,20.14,LMT (60.0),LMT (100539200)
CAPITAL GOODS,1988,AEROSPACE,20.12,BA (56.45),UTX (605249600)
CAPITAL GOODS,2017,METAL FABRICATIONS,19.93,PRLB (95.08),ARNC (1019241500)
CAPITAL GOODS,1993,METAL FABRICATIONS,19.77,NCS (86.11),ARNC (293417300)
CAPITAL GOODS,1996,BUILDING MATERIALS,19.68,CRH (32.25),USG (37055900)
CAPITAL GOODS,1985,AUTOMOTIVE AFTERMARKET,19.61,GPC (19.61),GPC (61426300)
CAPITAL GOODS,1989,ORDNANCE AND ACCESSORIES,19.6,RGR (51.9),NPK (3990700)
CAPITAL GOODS,2014,MEDICAL SPECIALITIES,19.52,MSON (113.28),KOOL (7177900)
CAPITAL GOODS,2012,AUTO PARTS:O.E.M.,19.48,APOG (91.15),IR (1018911600)
CAPITAL GOODS,2018,STEEL/IRON ORE,19.41,IIIN (39.12),GGB (1765770700)
CAPITAL GOODS,2006,RAILROADS,19.37,ARII (41.42),TRN (593007800)
CAPITAL GOODS,1989,AUTOMOTIVE AFTERMARKET,19.15,GPC (19.15),GPC (74508300)
CAPITAL GOODS,1991,METAL FABRICATIONS,19.1,NX (90.72),ARNC (254135000)
CAPITAL GOODS,1993,POLLUTION CONTROL EQUIPMENT,18.97,FTEK (51.61),DCI (57246400)
CAPITAL GOODS,2003,MARINE TRANSPORTATION,18.93,MPX (82.52),GD (775471800)
CAPITAL GOODS,2014,MILITARY/GOVERNMENT/TECHNICAL,18.91,LMT (31.83),LMT (384411600)
CAPITAL GOODS,2010,WHOLESALE DISTRIBUTORS,18.83,BXC (18.83),BXC (2523000)
CAPITAL GOODS,1987,AUTOMOTIVE AFTERMARKET,18.73,GPC (18.73),GPC (67735500)
CAPITAL GOODS,2005,AEROSPACE,18.73,AIR (75.97),BA (978495000)
CAPITAL GOODS,1994,FLUID CONTROLS,18.65,AP (41.07),GGG (92760900)
CAPITAL GOODS,2016,INDUSTRIAL SPECIALTIES,18.57,BOOM (123.24),PII (315544800)
CAPITAL GOODS,2014,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,18.56,AXDX (69.97),A (758878300)
CAPITAL GOODS,1989,METAL FABRICATIONS,18.49,VMI (64.84),ARNC (408517900)
CAPITAL GOODS,2007,AEROSPACE,18.41,TGI (55.97),BA (1330874600)
CAPITAL GOODS,2001,FLUID CONTROLS,18.14,GRC (49.44),ITT (540167900)
CAPITAL GOODS,2010,AEROSPACE,18.06,TGI (77.75),BA (1473938800)
CAPITAL GOODS,1980,BUILDING MATERIALS,17.86,USG (17.86),USG (287600)
CAPITAL GOODS,1986,ORDNANCE AND ACCESSORIES,17.84,NPK (20.09),NPK (2058000)
CAPITAL GOODS,1999,MEDICAL SPECIALITIES,17.72,KOOL (20.63),MSON (5812400)
CAPITAL GOODS,2006,METAL FABRICATIONS,17.57,ROLL (75.51),ARNC (744754800)
CAPITAL GOODS,2007,MILITARY/GOVERNMENT/TECHNICAL,17.56,ATRO (151.18),LMT (546526300)
CAPITAL GOODS,1993,MILITARY/GOVERNMENT/TECHNICAL,17.55,AJRD (25.27),LMT (88597400)
CAPITAL GOODS,1996,MARINE TRANSPORTATION,17.43,GD (17.43),GD (143772800)
CAPITAL GOODS,1976,AUTO PARTS:O.E.M.,17.41,HON (18.08),HON (48065600)
CAPITAL GOODS,1981,AUTOMOTIVE AFTERMARKET,17.37,GPC (17.37),GPC (33839900)
CAPITAL GOODS,1989,AUTO PARTS:O.E.M.,17.22,GNTX (155.0),GNTX (383830400)
CAPITAL GOODS,1992,INDUSTRIAL SPECIALTIES,17.15,PKOH (81.82),PII (23650800)
CAPITAL GOODS,1988,METAL FABRICATIONS,17.04,VMI (111.76),ARNC (314734600)
CAPITAL GOODS,2011,AUTOMOTIVE AFTERMARKET,17.04,GPC (17.04),GPC (264026900)
CAPITAL GOODS,1995,INDUSTRIAL SPECIALTIES,16.97,SHLO (70.0),PII (69432800)
CAPITAL GOODS,2010,METAL FABRICATIONS,16.91,NNBR (213.71),ARNC (3489310900)
CAPITAL GOODS,1979,METAL FABRICATIONS,16.76,ARNC (16.76),ARNC (100815900)
CAPITAL GOODS,2006,STEEL/IRON ORE,16.72,IIIN (108.8),SID (1405714800)
CAPITAL GOODS,1975,BUILDING PRODUCTS,16.67,GFF (16.67),GFF (196800)
CAPITAL GOODS,2012,INDUSTRIAL SPECIALTIES,16.52,PII (53.92),PII (213623900)
CAPITAL GOODS,1986,STEEL/IRON ORE,16.47,WOR (16.47),WOR (53168100)
CAPITAL GOODS,1989,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,16.33,COHR (37.65),PKI (53859200)
CAPITAL GOODS,1983,CONSTRUCTION/AG EQUIPMENT/TRUCKS,16.31,CAT (16.31),CAT (484724000)
CAPITAL GOODS,1992,MILITARY/GOVERNMENT/TECHNICAL,16.26,LMT (28.41),LMT (96161400)
CAPITAL GOODS,2009,METAL FABRICATIONS,16.25,NFEC (1900.0),ARNC (4025724300)
CAPITAL GOODS,1982,INDUSTRIAL SPECIALTIES,16.07,MTRN (46.18),MTRN (4919000)
CAPITAL GOODS,2010,ORDNANCE AND ACCESSORIES,15.96,RGR (49.32),AOBC (255397800)
CAPITAL GOODS,1998,BUILDING MATERIALS,15.9,CRH (55.84),USG (49543800)
CAPITAL GOODS,2017,TOOLS/HARDWARE,15.86,TTC (15.86),TTC (147233800)
CAPITAL GOODS,1996,AUTO MANUFACTURING,15.83,PCAR (52.81),F (2072370700)
CAPITAL GOODS,2016,BUILDING MATERIALS,15.73,EXP (60.58),CX (3181546700)
CAPITAL GOODS,1985,AUTO PARTS:O.E.M.,15.71,GNTX (75.0),HON (385022500)
CAPITAL GOODS,1993,AEROSPACE,15.71,TXT (31.64),UTX (641640800)
CAPITAL GOODS,2014,AUTO PARTS:O.E.M.,15.62,LDL (93.06),HON (715595500)
CAPITAL GOODS,1988,SPECIALTY CHEMICALS,15.6,RAVN (15.6),RAVN (19228000)
CAPITAL GOODS,1975,AUTO PARTS:O.E.M.,15.57,APOG (100.0),HON (29270200)
CAPITAL GOODS,2012,MILITARY/GOVERNMENT/TECHNICAL,15.57,AJRD (66.67),LMT (441992000)
CAPITAL GOODS,2009,AEROSPACE,15.53,TATT (66.4),BA (1733372300)
CAPITAL GOODS,2018,RAILROADS,15.47,WAB (31.73),TRN (290569700)
CAPITAL GOODS,2014,HOMEBUILDING,15.41,GRBK (617.85),PHM (1548080400)
CAPITAL GOODS,2000,FLUID CONTROLS,15.39,FLS (30.04),ITT (495073200)
CAPITAL GOODS,2000,SPECIALTY CHEMICALS,15.38,RAVN (15.38),RAVN (31245600)
CAPITAL GOODS,1980,ELECTRONIC COMPONENTS,15.32,KLAC (15.32),KLAC (14752800)
CAPITAL GOODS,1997,AEROSPACE,15.27,HEI (88.1),BA (977945600)
CAPITAL GOODS,2012,INDUSTRIAL MACHINERY/COMPONENTS,15.15,CODA (470.71),DHR (1033280400)
CAPITAL GOODS,2007,ELECTRICAL PRODUCTS,15.09,IIN (150.1),TER (1017222100)
CAPITAL GOODS,2010,FLUID CONTROLS,15.0,CFX (48.71),ITT (1219773600)
CAPITAL GOODS,2007,TOOLS/HARDWARE,14.95,TTC (14.95),TTC (318751200)
CAPITAL GOODS,2016,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,14.92,COHR (120.74),A (524366100)
CAPITAL GOODS,2018,AEROSPACE,14.89,AVAV (55.55),BA (763959700)
CAPITAL GOODS,1985,MEDICAL SPECIALITIES,14.89,KEQU (14.89),KEQU (650300)
CAPITAL GOODS,1995,TOOLS/HARDWARE,14.85,TTC (14.85),TTC (145577600)
CAPITAL GOODS,1986,AEROSPACE,14.83,HEI (85.27),UTX (815328800)
CAPITAL GOODS,2015,TOOLS/HARDWARE,14.71,TTC (14.71),TTC (84905700)
CAPITAL GOODS,1982,MEDICAL SPECIALITIES,14.58,KEQU (14.58),KEQU (409800)
CAPITAL GOODS,1981,SPECIALTY CHEMICALS,14.55,RAVN (14.55),RAVN (3326400)
CAPITAL GOODS,1992,TOOLS/HARDWARE,14.53,TTC (14.53),TTC (117227200)
CAPITAL GOODS,2017,ENGINEERING & CONSTRUCTION,14.53,FIX (31.48),PWR (388161200)
CAPITAL GOODS,2004,AUTO MANUFACTURING,14.46,PCAR (43.85),F (2427476400)
CAPITAL GOODS,1987,METAL FABRICATIONS,14.3,NX (88.46),ARNC (452531400)
CAPITAL GOODS,1983,BUILDING PRODUCTS,14.29,GFF (14.29),GFF (30242200)
CAPITAL GOODS,1995,AUTOMOTIVE AFTERMARKET,14.29,GPC (14.29),GPC (66375100)
CAPITAL GOODS,1986,AUTOMOTIVE AFTERMARKET,14.24,GPC (14.24),GPC (57434900)
CAPITAL GOODS,1997,AUTOMOTIVE AFTERMARKET,14.08,GPC (14.08),GPC (83687000)
CAPITAL GOODS,2012,METAL FABRICATIONS,13.88,MWA (122.62),ARNC (2369379100)
CAPITAL GOODS,2007,CONSTRUCTION/AG EQUIPMENT/TRUCKS,13.81,MTW (73.46),CAT (1568739100)
CAPITAL GOODS,2016,AUTOMOTIVE AFTERMARKET,13.7,GPC (13.7),GPC (182586700)
CAPITAL GOODS,2014,AUTO MANUFACTURING,13.63,TSLA (48.17),F (7863305300)
CAPITAL GOODS,1977,AUTO PARTS:O.E.M.,13.62,APOG (94.12),HON (57757200)
CAPITAL GOODS,1986,POLLUTION CONTROL EQUIPMENT,13.57,DCI (27.23),DCI (139540800)
CAPITAL GOODS,2009,INDUSTRIAL SPECIALTIES,13.47,TRS (394.16),PII (230024400)
CAPITAL GOODS,1992,CONSTRUCTION/AG EQUIPMENT/TRUCKS,13.47,ASTE (211.54),CAT (641168000)
CAPITAL GOODS,2014,CONTAINERS/PACKAGING,13.44,WMS (42.29),CXDC (71104900)
CAPITAL GOODS,2010,CONTAINERS/PACKAGING,13.26,UFPT (87.54),WMS (233244704)
CAPITAL GOODS,2016,MILITARY/GOVERNMENT/TECHNICAL,13.17,KTOS (81.82),LMT (498112200)
CAPITAL GOODS,1984,INDUSTRIAL SPECIALTIES,13.04,MTRN (21.59),MTRN (6726400)
CAPITAL GOODS,2001,ELECTRICAL PRODUCTS,12.99,ITRI (694.75),TER (654795100)
CAPITAL GOODS,2004,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,12.94,WAT (41.27),A (1075414800)
CAPITAL GOODS,2018,INDUSTRIAL SPECIALTIES,12.8,RUN (139.19),RUN (368960100)
CAPITAL GOODS,1978,BUILDING PRODUCTS,12.5,GFF (12.5),GFF (2510900)
CAPITAL GOODS,1992,METAL FABRICATIONS,12.48,MLI (161.43),ARNC (297819200)
CAPITAL GOODS,2008,ORDNANCE AND ACCESSORIES,12.35,NPK (47.34),AAXN (361093100)
CAPITAL GOODS,2016,AUTO PARTS:O.E.M.,12.34,HZN (134.15),HON (843533100)
CAPITAL GOODS,2010,POLLUTION CONTROL EQUIPMENT,12.33,PPIH (49.13),DCI (148501200)
CAPITAL GOODS,1984,AEROSPACE,12.23,BA (28.69),BA (632601600)
CAPITAL GOODS,2009,BUILDING MATERIALS,12.15,JHX (131.37),CX (3514186500)
CAPITAL GOODS,2017,AUTO PARTS:O.E.M.,12.15,SORL (107.41),HON (684795100)
CAPITAL GOODS,2007,MARINE TRANSPORTATION,12.15,GD (20.34),GD (435398400)
CAPITAL GOODS,2009,MARINE TRANSPORTATION,12.15,GD (14.07),GD (687436000)
CAPITAL GOODS,2012,MARINE TRANSPORTATION,12.12,HII (33.85),GD (415796700)
CAPITAL GOODS,1998,AUTO MANUFACTURING,12.09,F (83.15),F (1583632100)
CAPITAL GOODS,1993,AUTOMOTIVE AFTERMARKET,11.9,GPC (11.9),GPC (52911200)
CAPITAL GOODS,1971,CONSTRUCTION/AG EQUIPMENT/TRUCKS,11.83,CAT (11.83),CAT (92889700)
CAPITAL GOODS,2001,ELECTRONIC COMPONENTS,11.65,KLAC (45.23),KLAC (2146762700)
CAPITAL GOODS,2013,HOMEBUILDING,11.63,WLH (470.99),PHM (2422247000)
CAPITAL GOODS,2015,ENGINEERING & CONSTRUCTION,11.45,FIX (68.36),PWR (726736600)
CAPITAL GOODS,2001,METAL FABRICATIONS,11.41,WIRE (97.55),ARNC (408565600)
CAPITAL GOODS,2013,MEDICAL SPECIALITIES,11.19,KEQU (27.76),MSON (4553300)
CAPITAL GOODS,1980,MILITARY/GOVERNMENT/TECHNICAL,11.11,DCO (23.42),LMT (202608000)
CAPITAL GOODS,2015,MILITARY/GOVERNMENT/TECHNICAL,11.02,ESLT (47.88),LMT (326740600)
CAPITAL GOODS,2005,METAL FABRICATIONS,11.01,MDR (146.46),ARNC (582651000)
CAPITAL GOODS,2012,RAILROADS,10.94,ARII (33.1),TRN (441421000)
CAPITAL GOODS,2016,RAILROADS,10.89,GBX (29.4),TRN (516435000)
CAPITAL GOODS,2004,AEROSPACE,10.88,HEI (35.76),UTX (1084538400)
CAPITAL GOODS,2017,CONTAINERS/PACKAGING,10.88,CXDC (14.14),WMS (89291100)
CAPITAL GOODS,2012,CONSTRUCTION/AG EQUIPMENT/TRUCKS,10.75,TEX (94.8),CAT (1756519200)
CAPITAL GOODS,1981,STEEL/IRON ORE,10.69,WOR (10.69),WOR (23153500)
CAPITAL GOODS,1975,AUTO MANUFACTURING,10.6,F (29.89),F (408812500)
CAPITAL GOODS,1989,INDUSTRIAL MACHINERY/COMPONENTS,10.39,MLAB (125.0),DE (458445000)
CAPITAL GOODS,2009,WHOLESALE DISTRIBUTORS,10.36,BXC (10.36),BXC (1224200)
CAPITAL GOODS,2001,CONSTRUCTION/AG EQUIPMENT/TRUCKS,10.15,CMCO (24.24),CAT (1048174600)
CAPITAL GOODS,1982,STEEL/IRON ORE,9.94,WOR (9.94),WOR (33956000)
CAPITAL GOODS,2016,AEROSPACE,9.93,KLXI (48.29),BA (1104286500)
CAPITAL GOODS,2006,MILITARY/GOVERNMENT/TECHNICAL,9.92,ATRO (65.51),LMT (502389400)
CAPITAL GOODS,1984,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS,9.81,COHR (32.14),PKI (37384000)
CAPITAL GOODS,1996,TOOLS/HARDWARE,9.77,TTC (9.77),TTC (154043200)
CAPITAL GOODS,2018,ELECTRONIC COMPONENTS,9.76,CAMT (81.22),KLAC (240683500)
CAPITAL GOODS,2005,FLUID CONTROLS,9.58,FLS (47.28),ITT (985274900)
CAPITAL GOODS,1984,TOOLS/HARDWARE,9.57,TTC (9.57),TTC (64606400)
CAPITAL GOODS,2016,AUTO MANUFACTURING,9.52,NAV (225.75),F (8985684000)
CAPITAL GOODS,1986,TOOLS/HARDWARE,9.43,TTC (9.43),TTC (89694400)
CAPITAL GOODS,1978,CONSTRUCTION/AG EQUIPMENT/TRUCKS,9.3,CAT (9.3),CAT (157161600)
CAPITAL GOODS,2018,FLUID CONTROLS,9.27,FLS (21.62),FLS (220739600)
CAPITAL GOODS,2017,BUILDING MATERIALS,9.17,CPAC (34.49),CX (2440300300)
CAPITAL GOODS,1995,BUILDING PRODUCTS,9.09,GFF (9.09),GFF (16743400)
CAPITAL GOODS,1992,AEROSPACE,9.01,TATT (151.63),UTX (705836000)
CAPITAL GOODS,2017,MEDICAL SPECIALITIES,9.0,KEQU (17.76),KOOL (23554200)
CAPITAL GOODS,1988,AUTO PARTS:O.E.M.,8.92,SUP (99.77),IR (312751700)
CAPITAL GOODS,1980,CONSTRUCTION/AG EQUIPMENT/TRUCKS,8.92,CAT (8.92),CAT (192071200)
CAPITAL GOODS,1993,ELECTRICAL PRODUCTS,8.9,COHU (188.68),APH (317769600)
CAPITAL GOODS,2000,AUTOMOTIVE AFTERMARKET,8.83,GPC (8.83),GPC (114694400)
CAPITAL GOODS,2004,AUTO PARTS:O.E.M.,8.77,TEN (155.79),HON (847381900)
CAPITAL GOODS,1971,AUTO MANUFACTURING,8.64,NAV (8.64),NAV (484400)
CAPITAL GOODS,2018,MILITARY/GOVERNMENT/TECHNICAL,8.23,DCO (36.4),KTOS (257773000)
CAPITAL GOODS,2017,RAILROADS,8.21,TRN (33.64),TRN (327089800)
CAPITAL GOODS,1985,AUTO MANUFACTURING,8.2,FSS (33.61),F (2939748400)
CAPITAL GOODS,1986,RAILROADS,8.13,TRN (8.13),TRN (67174000)
CAPITAL GOODS,2014,INDUSTRIAL SPECIALTIES,7.99,OFLX (84.8),PII (159201400)
CAPITAL GOODS,2016,HOMEBUILDING,7.95,HOVNP (80.29),PHM (1386633900)
CAPITAL GOODS,2018,MARINE TRANSPORTATION,7.94,MBUU (51.89),GD (258440200)
